"Vascular.disorders"	"Cardiac.disorder.signs.and.symptoms"	"Cardiac.arrhythmias"	"Heart.failures"	"Coronary.artery.disorders"	"Pericardial.disorders"	"Myocardial.disorders"	"id"
"1295"	0	0	0	0	0	0	0	"BRD-K77685957"
"1296"	0	0	0	0	0	0	0	"BRD-K77685957"
"1297"	0	1	0	0	0	0	0	"BRD-K77771411"
"1298"	0	1	0	0	0	0	0	"BRD-K77771411"
"1299"	0	0	0	0	0	0	0	"BRD-K77947974"
"1300"	0	0	0	0	0	0	0	"BRD-K77947974"
"1301"	0	0	0	0	0	0	0	"BRD-K77947974"
"1302"	0	0	0	0	0	0	0	"BRD-K77947974"
"1303"	0	0	0	0	0	0	0	"BRD-K77947974"
"1304"	0	0	0	0	0	0	0	"BRD-K77947974"
"1305"	0	0	0	0	0	0	0	"BRD-K77947974"
"1306"	0	0	0	0	0	0	0	"BRD-K77947974"
"1307"	0	0	0	0	0	0	0	"BRD-K77987382"
"1308"	0	0	0	0	0	0	0	"BRD-K77987382"
"1309"	0	0	0	0	0	0	0	"BRD-K77987382"
"1310"	0	0	0	0	0	0	0	"BRD-K77987382"
"1311"	0	0	0	0	0	0	0	"BRD-K77987382"
"1312"	0	0	0	0	0	0	0	"BRD-K77987382"
"1313"	0	0	0	0	0	0	0	"BRD-K77987382"
"1314"	0	0	0	0	0	0	0	"BRD-K77987382"
"1315"	0	0	0	0	0	0	0	"BRD-K77987382"
"1328"	0	1	0	0	1	0	0	"BRD-K78692225"
"1329"	0	1	0	0	1	0	0	"BRD-K78692225"
"1330"	0	1	0	0	1	0	0	"BRD-K78692225"
"1331"	0	0	0	0	0	0	0	"BRD-K79116891"
"1332"	0	0	0	0	0	0	0	"BRD-K79116891"
"1333"	0	0	0	0	0	0	0	"BRD-K79116891"
"1334"	0	0	0	0	0	0	0	"BRD-K79116891"
"1335"	0	1	0	0	0	0	0	"BRD-K79131256"
"1336"	0	1	0	0	0	0	0	"BRD-K79131256"
"1337"	0	1	0	0	0	0	0	"BRD-K79131256"
"1338"	0	1	0	0	0	0	0	"BRD-K79131256"
"1339"	0	1	0	0	0	0	0	"BRD-K79131256"
"1340"	0	1	0	0	0	0	0	"BRD-K79131256"
"1341"	0	1	0	0	0	0	0	"BRD-K79131256"
"1342"	0	1	0	0	0	0	0	"BRD-K79131256"
"1343"	0	1	0	0	0	0	0	"BRD-K79131256"
"1344"	0	1	0	0	0	0	0	"BRD-K79131256"
"1348"	0	0	0	0	0	0	0	"BRD-K80396088"
"1349"	0	0	0	0	0	0	0	"BRD-K80396088"
"1350"	0	0	0	0	0	0	0	"BRD-K81272440"
"1351"	0	0	0	0	0	0	0	"BRD-K81272440"
"1352"	0	0	0	0	0	0	0	"BRD-K81272440"
"1353"	0	0	0	0	0	0	0	"BRD-K81272440"
"1354"	0	0	0	0	0	0	0	"BRD-K81839095"
"1355"	0	0	0	0	0	0	0	"BRD-K81839095"
"1356"	0	0	0	0	0	0	0	"BRD-K81839095"
"1357"	0	0	0	0	0	0	0	"BRD-K81839095"
"1358"	0	0	0	0	0	0	0	"BRD-K81839095"
"1359"	0	0	0	0	0	0	0	"BRD-K81839095"
"1360"	0	0	0	0	0	0	0	"BRD-K81839095"
"1361"	0	0	0	0	0	0	0	"BRD-K81839095"
"1367"	0	0	0	0	0	0	0	"BRD-K82255054"
"1368"	0	0	0	0	0	0	0	"BRD-K82255054"
"1369"	0	0	0	0	0	0	0	"BRD-K82255054"
"1370"	0	0	0	0	0	0	0	"BRD-K82255054"
"1371"	0	0	0	0	0	0	0	"BRD-K82562631"
"1372"	0	0	0	0	0	0	0	"BRD-K82562631"
"1373"	0	0	0	0	0	0	0	"BRD-K82562631"
"1374"	0	1	1	0	0	0	0	"BRD-K82795137"
"1375"	0	1	1	0	0	0	0	"BRD-K82795137"
"1376"	0	1	1	0	0	0	0	"BRD-K82795137"
"1377"	0	1	1	0	0	0	0	"BRD-K82795137"
"1378"	0	0	0	0	1	0	0	"BRD-K82846253"
"1379"	0	0	0	0	1	0	0	"BRD-K82846253"
"1380"	0	0	0	0	1	0	0	"BRD-K82846253"
"1381"	0	0	0	0	1	0	0	"BRD-K82846253"
"1382"	0	1	1	0	0	0	1	"BRD-K82941592"
"1383"	0	1	1	0	0	0	1	"BRD-K82941592"
"1384"	0	0	0	0	0	0	0	"BRD-K84175871"
"1385"	0	0	0	0	0	0	0	"BRD-K84175871"
"1386"	0	1	1	0	1	1	0	"BRD-K84937637"
"1387"	0	1	1	0	1	1	0	"BRD-K84937637"
"1388"	0	1	1	0	1	1	0	"BRD-K84937637"
"1389"	0	1	1	0	1	1	0	"BRD-K84937637"
"1390"	0	1	1	0	1	1	0	"BRD-K84937637"
"1391"	0	1	1	0	1	1	0	"BRD-K84937637"
"1392"	0	1	1	0	1	1	0	"BRD-K84937637"
"1393"	0	1	1	0	1	1	0	"BRD-K84937637"
"1394"	0	1	1	0	1	1	0	"BRD-K84937637"
"1395"	0	1	1	0	1	1	0	"BRD-K84937637"
"1396"	0	1	1	0	1	1	0	"BRD-K84937637"
"1397"	0	1	1	0	1	1	0	"BRD-K84937637"
"1398"	0	1	1	0	1	1	0	"BRD-K84937637"
"1399"	0	1	1	0	1	1	0	"BRD-K84937637"
"1400"	0	1	1	0	1	1	0	"BRD-K84937637"
"1401"	0	1	1	0	1	1	0	"BRD-K84937637"
"1402"	0	1	1	0	1	1	0	"BRD-K84937637"
"1405"	0	0	0	0	0	0	0	"BRD-K85119730"
"1406"	0	0	0	0	0	0	0	"BRD-K85119730"
"1407"	0	0	0	0	0	0	0	"BRD-K85119730"
"1408"	0	1	1	1	1	0	1	"BRD-K86301799"
"1409"	0	1	1	1	1	0	1	"BRD-K86301799"
"1410"	0	1	1	1	1	0	1	"BRD-K86301799"
"1411"	0	1	1	1	1	0	1	"BRD-K86301799"
"1419"	0	1	0	0	0	1	0	"BRD-K86882815"
"1420"	0	1	0	0	0	1	0	"BRD-K86882815"
"1421"	0	1	0	0	0	1	0	"BRD-K86882815"
"1422"	0	1	0	0	0	1	0	"BRD-K86882815"
"1423"	0	0	0	0	0	0	0	"BRD-K87024524"
"1424"	0	0	0	0	0	0	0	"BRD-K87024524"
"1425"	0	0	0	0	0	0	0	"BRD-K87024524"
"1426"	0	0	0	0	0	0	0	"BRD-K87024524"
"1432"	0	0	0	0	0	0	0	"BRD-K88429204"
"1433"	0	0	0	0	0	0	0	"BRD-K88429204"
"1434"	0	0	0	0	0	0	0	"BRD-K88429204"
"1435"	0	0	0	0	0	0	0	"BRD-K88429204"
"1436"	0	0	0	0	0	0	0	"BRD-K88560311"
"1437"	0	0	0	0	0	0	0	"BRD-K88560311"
"1438"	0	0	0	0	0	0	0	"BRD-K88560311"
"1439"	0	0	0	0	0	0	0	"BRD-K88560311"
"1440"	0	0	0	0	0	0	0	"BRD-K88682005"
"1441"	0	0	0	0	0	0	0	"BRD-K88682005"
"1442"	0	0	0	0	0	0	0	"BRD-K89055274"
"1443"	0	0	0	0	0	0	0	"BRD-K89055274"
"1444"	0	0	0	0	0	0	0	"BRD-K89055274"
"1445"	0	0	0	0	0	0	0	"BRD-K89055274"
"1446"	0	0	1	0	0	0	0	"BRD-K89152108"
"1447"	0	0	1	0	0	0	0	"BRD-K89152108"
"1452"	0	0	0	0	0	0	0	"BRD-K89375097"
"1453"	0	0	0	0	0	0	0	"BRD-K89375097"
"1454"	0	0	0	0	0	0	0	"BRD-K89732114"
"1455"	0	0	0	0	0	0	0	"BRD-K89732114"
"1456"	0	0	0	0	0	0	0	"BRD-K89839824"
"1457"	0	0	0	0	0	0	0	"BRD-K89839824"
"1458"	0	0	0	0	0	0	0	"BRD-K89839824"
"1459"	0	0	0	0	0	0	0	"BRD-K89839824"
"1467"	0	0	0	0	0	0	0	"BRD-K90553655"
"1468"	0	0	0	0	0	0	0	"BRD-K90553655"
"1469"	0	0	0	0	0	0	0	"BRD-K90553655"
"1470"	1	1	0	0	1	0	0	"BRD-K90699611"
"1471"	1	1	1	1	1	0	0	"BRD-K90789829"
"1472"	1	1	1	1	1	0	0	"BRD-K90789829"
"1473"	1	1	1	1	1	0	0	"BRD-K90789829"
"1474"	1	1	1	1	1	0	0	"BRD-K90789829"
"1475"	0	0	0	0	0	0	0	"BRD-K91263825"
"1476"	0	0	0	0	0	0	0	"BRD-K91263825"
"1477"	0	0	0	0	0	0	0	"BRD-K91263825"
"1478"	0	0	0	0	0	0	0	"BRD-K91263825"
"1527"	0	1	0	0	1	0	0	"BRD-K92731339"
"1528"	0	1	0	0	1	0	0	"BRD-K92731339"
"1529"	0	1	0	0	1	0	0	"BRD-K92731339"
"1530"	0	1	0	0	1	0	0	"BRD-K92731339"
"1531"	0	0	0	0	0	0	0	"BRD-K92778217"
"1532"	0	0	0	0	0	0	0	"BRD-K92778217"
"1533"	0	0	0	0	0	0	0	"BRD-K93332168"
"1534"	0	0	0	0	0	0	0	"BRD-K93332168"
"1535"	0	0	0	0	0	0	0	"BRD-K93332168"
"1536"	0	0	0	0	0	0	0	"BRD-K93332168"
"1537"	0	1	1	1	1	0	1	"BRD-K93461745"
"1538"	0	1	1	1	1	0	1	"BRD-K93461745"
"1539"	0	1	1	1	1	0	1	"BRD-K93461745"
"1540"	0	1	1	1	1	0	1	"BRD-K93461745"
"1543"	0	0	0	0	0	0	0	"BRD-K93754473"
"1544"	0	0	0	0	0	0	0	"BRD-K93754473"
"1545"	0	0	0	0	0	0	0	"BRD-K93754473"
"1546"	0	0	0	0	0	0	0	"BRD-K93754473"
"1547"	0	0	0	0	0	0	0	"BRD-K93754473"
"1548"	0	0	0	0	0	0	0	"BRD-K93754473"
"1549"	0	0	0	0	0	0	0	"BRD-K93754473"
"1550"	0	0	0	0	0	0	0	"BRD-K93754473"
"1551"	0	0	0	0	0	0	0	"BRD-K93754473"
"1552"	0	0	0	0	0	0	0	"BRD-K93754473"
"1553"	0	0	0	0	0	0	0	"BRD-K93754473"
"1554"	0	0	0	0	0	0	0	"BRD-K93754473"
"1555"	0	0	0	0	0	0	0	"BRD-K93754473"
"1556"	0	0	0	0	0	0	0	"BRD-K93754473"
"1557"	0	0	0	0	0	0	0	"BRD-K93754473"
"1558"	0	0	0	0	0	0	0	"BRD-K93754473"
"1559"	0	0	0	0	0	0	0	"BRD-K93754473"
"1560"	0	0	0	0	0	0	0	"BRD-K93754473"
"1561"	0	0	0	0	0	0	0	"BRD-K95237249"
"1562"	0	0	0	0	0	0	0	"BRD-K95237249"
"1563"	0	0	0	0	0	0	0	"BRD-K95237249"
"1564"	0	0	0	0	0	0	0	"BRD-K95237249"
"1565"	0	0	0	0	0	0	0	"BRD-K95763993"
"1566"	0	0	0	0	0	0	0	"BRD-K95763993"
"1567"	0	0	0	0	0	0	0	"BRD-K95763993"
"1568"	0	0	0	0	0	0	0	"BRD-K95763993"
"1576"	0	0	0	0	0	0	0	"BRD-K97045029"
"1577"	0	0	0	0	0	0	0	"BRD-K97158071"
"1578"	0	0	0	0	0	0	0	"BRD-K97158071"
"1579"	0	0	0	0	0	0	0	"BRD-K97158071"
"1580"	0	0	0	0	0	0	0	"BRD-K97158071"
"1585"	0	0	0	0	0	0	0	"BRD-K97564742"
"1586"	0	0	0	0	0	0	0	"BRD-K97564742"
"1587"	0	0	0	0	0	0	0	"BRD-K97564742"
"1588"	0	0	0	0	0	0	0	"BRD-K97564742"
"1589"	0	0	1	0	0	0	0	"BRD-K97799481"
"1590"	0	0	1	0	0	0	0	"BRD-K97799481"
"1591"	0	0	1	0	0	0	0	"BRD-K97799481"
"1592"	0	0	0	0	0	0	0	"BRD-K97810537"
"1593"	0	0	0	0	0	0	0	"BRD-K97810537"
"1594"	0	0	0	0	0	0	0	"BRD-K97810537"
"1595"	0	0	0	0	0	0	0	"BRD-K97810537"
"1598"	0	1	1	0	1	0	0	"BRD-K98530306"
"1599"	0	1	1	0	1	0	0	"BRD-K98530306"
"1600"	0	1	1	0	1	0	0	"BRD-K98530306"
"1601"	0	1	1	0	1	0	0	"BRD-K98530306"
"1605"	0	0	0	0	0	0	0	"BRD-K98769987"
"1606"	0	0	0	0	0	0	0	"BRD-K98769987"
"1607"	0	0	0	0	0	0	0	"BRD-K98769987"
"1608"	0	0	0	0	0	0	0	"BRD-K98769987"
"1609"	0	1	1	0	1	0	0	"BRD-K99107520"
"1610"	0	1	1	0	1	0	0	"BRD-K99107520"
"1611"	0	1	1	0	1	0	0	"BRD-K99107520"
"1612"	0	1	1	0	1	0	0	"BRD-K99107520"
